book_id,title,author_1_name,isbn,isbn13,rating,publisher,format,num_pages,publication_year,started_at,read_at,date_added,bookshelves,read_count,ficOrNonFic,SeriesOrStandalone,LGBTQIA_Characters
4671,The Great Gatsby,F. Scott Fitzgerald,0743273567,9780743273565,4.0,Scribner,Paperback,180.0,1925.0,,,2016-05-10,,1,Fiction,Standalone,No
12067,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Terry Pratchett,,,5.0,William Morrow Paperbacks,Mass Market Paperback,491.0,1990.0,,,2016-05-10,,1,Fiction,Standalone,No
386372,"Mort (Discworld, #4; Death, #1)",Terry Pratchett,0061020680,9780061020681,5.0,Harpertorch,Mass Market Paperback,243.0,1987.0,,,2016-05-10,,1,Fiction,Series,No
3580058,Follies: Grottoes & Garden Buildings,Gwyn Headley,1854106252,9781854106254,3.0,Aurum Press,Paperback,607.0,1999.0,,,2014-06-13,,1,NonFiction,Standalone,No
330359,Number 9: The Search for the Sigma Code,Cecil Balmond,3791319337,9783791319339,2.0,Prestel,Hardcover,236.0,1998.0,,,2014-06-13,,1,NonFiction,Standalone,No
1968523,Genetic Architectures/Arquitecturas Geneticas,Alberto T. Estévez,0930829514,9780930829513,2.0,Lumen,Paperback,112.0,2004.0,,,2014-06-13,,1,NonFiction,Standalone,No
9099717,3ds Max 8 MAXScript Essentials,Autodesk,0240808584,9780240808581,2.0,Routledge,Paperback,242.0,2006.0,,,2014-06-13,,1,NonFiction,Standalone,No
238558,A New Kind of Science,Stephen Wolfram,1579550088,9781579550080,2.0,"Wolfram Media, Inc.",Hardcover,1280.0,2002.0,,,2014-06-13,,1,NonFiction,Standalone,No
2229145,Expressive Form,Kostas Terzidis,0415317444,9780415317443,1.0,Routledge,Paperback,104.0,1393.0,,,2014-06-13,,1,NonFiction,Standalone,No
1247974,C# Language Pocket Reference,Peter Drayton,059600429X,9780596004293,1.0,"O'Reilly Media, Inc.",Paperback,128.0,2002.0,,,2014-06-13,,1,NonFiction,Standalone,No
3355846,economic naturalist,Robert H. Frank,0753513382,9780753513385,4.0,Basic Books,Paperback,241.0,2006.0,,,2014-06-13,,1,NonFiction,Standalone,No
19296692,The Future of Work (Cato Unbound Book 62006),Robin Hanson,,,4.0,Cato Institute,Kindle Edition,105.0,2006.0,,,2016-05-10,,1,NonFiction,Standalone,No
2659696,Global Catastrophic Risks,Nick Bostrom,0198570503,9780198570509,4.0,Oxford University Press,Hardcover,578.0,2008.0,,,2014-09-09,,1,NonFiction,Standalone,No
5892575,Colour for Architecture Today,Tom Porter,0415438152,9780415438155,4.0,Taylor & Francis,Paperback,192.0,2009.0,,,2014-06-13,,1,NonFiction,Standalone,No
239294,Me++: The Cyborg Self And The Networked City,William J. Mitchell,0262633132,9780262633130,4.0,Mit Pr,Paperback,259.0,2003.0,,,2014-06-13,,1,NonFiction,Standalone,No
304447,Creation : Life and How to Make It,Steve Grand,0753812770,9780753812778,4.0,Phoenix Paperbacks,Paperback,240.0,2000.0,,,2014-06-13,,1,NonFiction,Standalone,No
574893,Nufonia Must Fall,Kid Koala,1550225588,9781550225587,4.0,Ecw Press,Paperback,352.0,2003.0,,,2014-06-13,,1,NonFiction,Standalone,No
161777,Atelier Van Lieshout,Joep van Lieshout,9069181827,9789069181820,3.0,Museum Boijmans van Beuningen,Paperback,,1997.0,,,2014-06-13,,1,NonFiction,Standalone,No
104371,Intricacy: A Project By Greg Lynn Form,Jesse Reiser,0884541029,9780884541028,3.0,ICA Philadelphia,Paperback,50.0,2003.0,,,2014-06-13,,1,NonFiction,Standalone,No
57020,Being Digital,Nicholas Negroponte,0340649305,9780340649305,3.0,Hodder and Stoughton,Paperback,249.0,1995.0,,,2014-06-13,,1,NonFiction,Standalone,No
105139,An Introduction to Genetic Algorithms (Complex Adaptive Systems),Melanie Mitchell,0262631857,9780262631853,3.0,MIT Press,Paperback,221.0,1996.0,,,2014-06-13,,1,NonFiction,Standalone,No
754702,XYZ: The Architecture of Dagmar Richter,Dagmar Richter,1856692515,9781856692519,3.0,Laurence King Publishing,Paperback,188.0,2001.0,,,2014-06-13,,1,NonFiction,Standalone,No
939193,C# 2005 For Dummies,Stephen Randy Davis,0764597043,9780764597046,3.0,For Dummies,Paperback,432.0,2005.0,,,2014-06-13,,1,NonFiction,Standalone,No
189989,Finite and Infinite Games: A Vision of Life as Play and Possibility,James P. Carse,0345341848,9780345341846,3.0,Ballantine,Mass Market Paperback,180.0,1986.0,,,2014-06-13,,1,NonFiction,Standalone,No
32196,"Tooling (Pamphlet Architecture, 27)",Benjamin Aranda,1568985479,9781568985473,3.0,Princeton Architectural Press,Paperback,96.0,2005.0,,,2014-06-13,,1,NonFiction,Standalone,No
10048731,Space Craft: Developments in Architectural Computing,David Littlefield,1859462928,9781859462928,3.0,RIBA Publishing,Paperback,200.0,2008.0,,,2014-06-13,,1,NonFiction,Standalone,No
1369984,Softspace: From a Representation of Form to a Simulation of Space,Sean Lally,0415402026,9780415402026,3.0,Routledge,Paperback,224.0,2006.0,,,2014-06-13,,1,NonFiction,Standalone,No
2490104,Natural Born CAADesigners: Young American Architects (The Information Technology Revolution in Architecture),Maria Rita Perbellini,3764362464,9783764362461,3.0,Birkhäuser,Paperback,93.0,2000.0,,,2014-06-13,,1,NonFiction,Standalone,No
301931,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,0141019018,9780141019017,5.0,Penguin,Paperback,320.0,2005.0,,,2014-06-13,,1,NonFiction,Standalone,No
8850137,Illustrated Superfreakonomics. Steven D. Levitt & Stephen J. Dubner,Steven D. Levitt,1846143039,9781846143038,5.0,Allen Lane,Hardcover,281.0,2009.0,,,2014-06-13,,1,NonFiction,Standalone,No
2537869,Mathland From Flatland to Hypersurfaces,Michele Emmer,376430149X,9783764301491,5.0,Birkhäuser,Paperback,96.0,2003.0,,,2014-06-13,,1,NonFiction,Standalone,No
13255546,Programming.Architecture,Paul Coates,0415451884,9780415451888,5.0,Routledge,Paperback,200.0,2010.0,,,2014-06-13,,1,NonFiction,Standalone,No
1207566,Succeeding With Autocad: A Full Course in 2d Drafting and 3d Modelling,Barry Hawkes,0077090713,9780077090715,5.0,McGraw-Hill Book Co Ltd,Hardcover,,,,,2014-06-13,,1,NonFiction,Standalone,No
387996,Blondie24: Playing at the Edge of AI (The Morgan Kaufmann Series in Artificial Intelligence),David B. Fogel,1558607838,9781558607835,5.0,Morgan Kaufmann,Paperback,406.0,2001.0,,,2014-06-13,,1,NonFiction,Standalone,No
9221094,"Zero History (Blue Ant, #3)",William Gibson,,9780670919543,5.0,,Paperback,404.0,2010.0,,,2014-06-13,,1,Fiction,Series,No
865437,Art Forms from the Ocean: The Radiolarian Prints of Ernst Haeckel,Olaf Breidbach,3791333275,9783791333274,5.0,Prestel,Paperback,96.0,2005.0,,,2014-06-13,,1,NonFiction,Standalone,No
958215,Art Forms in Nature,Olaf Breidbach,3791319906,9783791319902,5.0,Prestel-Verlag,Paperback,140.0,1904.0,,,2014-06-13,,1,NonFiction,Standalone,No
393733,The Selfish Gene,Richard Dawkins,0199291144,9780199291144,5.0,Oxford University Press,Hardcover,384.0,1976.0,,,2014-06-13,,1,NonFiction,Standalone,No
14744381,"The Walking Dead: Compendium Two (The Walking Dead, #9-16)",Robert Kirkman,1607065967,9781607065968,5.0,Image comics,Paperback,1068.0,2012.0,,,2014-06-13,,1,Fiction,Series,No
248764,Climbing Mount Improbable,Richard Dawkins,0141026170,9780141026176,5.0,Penguin,Paperback,308.0,1996.0,,,2014-06-13,,1,NonFiction,Standalone,No
7312071,Checklist Manifesto How to Get Things Right,Atul Gawande,1846683130,9781846683138,4.0,Profile Books,Hardcover,256.0,2009.0,,,2014-06-13,,1,NonFiction,Standalone,No
6993481,Future People: A Moderate Consequentialist Account of our Obligations to Future Generations,Tim Mulgan,0199556733,9780199556731,4.0,Oxford University Press,Paperback,396.0,2006.0,,,2014-06-13,,1,NonFiction,Standalone,No
7001194,Wired for War: The Robotics Revolution and Conflict in the 21st Century,P.W. Singer,0143116843,9780143116844,4.0,Penguin Books,Paperback,499.0,2009.0,,,2014-06-13,,1,NonFiction,Standalone,No
224064,Architecture in the Digital Age: Design And Manufacturing,Branko Kolarevic,041538141X,9780415381413,4.0,Taylor & Francis,Paperback,314.0,2003.0,,,2014-06-13,,1,NonFiction,Standalone,No
32583,Euclid's Window: From Parallel Lines to Hyperspace,leonard-mlodinow,0141009098,9780141009094,4.0,Fisicalbook,Paperback,306.0,2001.0,,,2014-06-13,,1,NonFiction,Standalone,No
17039,Flatterland,Ian Stewart,0330393774,9780330393775,4.0,Pan Macmillan,Paperback,295.0,2001.0,,,2014-06-13,,1,NonFiction,Standalone,No
2845024,Anathem,Neal Stephenson,0061474096,9780061474095,5.0,William Morrow,Hardcover,937.0,2008.0,,,2013-11-05,,1,Fiction,Standalone,No
830,Snow Crash,Neal Stephenson,0553380958,9780553380958,5.0,Bantam Books,Paperback,438.0,1992.0,,,2013-11-05,,1,Fiction,Standalone,No
13629,The Mythical Man-Month: Essays on Software Engineering,Frederick P. Brooks Jr.,0201835959,9780201835953,4.0,Addison-Wesley Professional,Paperback,322.0,1975.0,,,2013-04-21,,1,NonFiction,Standalone,No
10552338,Reamde,Neal Stephenson,0061977969,9780061977961,5.0,William Morrow,Hardcover,1044.0,2011.0,,,2013-04-21,,1,Fiction,Standalone,No
827,"The Diamond Age: Or, a Young Lady's Illustrated Primer",Neal Stephenson,0553380966,9780553380965,5.0,Spectra,Paperback,499.0,1995.0,,,2013-04-21,,1,Fiction,Standalone,No
15195,The Complete Maus,Art Spiegelman,0141014083,9780141014081,5.0,Penguin Books,Paperback,296.0,1980.0,,,2014-04-24,,1,NonFiction,Standalone,No
4070074,Sustainable Energy - without the hot air,David J.C. MacKay,0954452933,9780954452933,5.0,UIT Cambridge Ltd.,Paperback,384.0,2008.0,,,2013-04-21,,1,NonFiction,Standalone,No
8295595,Living With Complexity,Donald A. Norman,0262014866,9780262014861,3.0,The MIT Press,Hardcover,298.0,2010.0,,,2014-04-24,,1,NonFiction,Standalone,No
433567,Flatland: A Romance of Many Dimensions,Edwin A. Abbott,048627263X,9780486272634,5.0,"Dover Publications, Inc.",Paperback,96.0,1884.0,,,2013-04-21,,1,Fiction,Standalone,No
66726,"The Cartoon History of the Modern World Part 1: From Columbus to the U.S. Constitution (The Cartoon History of the Modern World, #1)",Larry Gonick,0060760044,9780060760045,5.0,William Morrow Paperbacks,Paperback,272.0,2007.0,,,2013-04-19,,1,NonFiction,Series,No
6465707,The Walking Dead: Compendium One,Robert Kirkman,,,5.0,Image Comics,Paperback,1088.0,2009.0,,,2013-04-19,,1,Fiction,Series,No
12576334,Religion for Atheists: A Non-Believer's Guide to the Uses of Religion,Alain de Botton,0241144779,9780241144770,4.0,Hamish Hamilton,Hardcover,320.0,2011.0,,,2013-04-19,,1,NonFiction,Standalone,No
168872,The Cartoon Guide to Statistics,Larry Gonick,0062731025,9780062731029,3.0,HarperPerennial,Paperback,230.0,,,,2013-04-19,,1,NonFiction,Standalone,No
13443885,The Quantum Sausage Machine (a science fiction adventure),R.D. Hanson,1427637121,9781427637123,2.0,Aardvark Global Publishing,Kindle Edition,142.0,,,,2016-05-10,,1,Fiction,Standalone,No
18713165,Information: A Very Short Introduction (Very Short Introductions),Luciano Floridi,0191609544,9780191609541,4.0,OUP Oxford,Kindle Edition,185.0,2010.0,,,2016-05-10,,1,NonFiction,Standalone,No
9222502,"Tomorrow, When the War Began (The Tomorrow Series, #1)",John Marsden,1742624553,9781742624556,4.0,Pan Macmillan Australia,Kindle Edition,219.0,1993.0,,,2016-05-10,,1,Fiction,Series,No
19901314,Future Practice: Conversations from the Edge of Architecture,Rory Hyde,,,4.0,Routledge,Kindle Edition,282.0,2012.0,,,2016-05-10,,1,NonFiction,Standalone,No
21296575,Hamburger: A Global History (Edible),Andrew F. Smith,,,4.0,Reaktion Books,Kindle Edition,152.0,2008.0,,,2016-05-10,,1,NonFiction,Standalone,No
17880067,Fahrenheit 451,Ray Bradbury,,,3.0,HarperVoyager,ebook,119.0,1963.0,,,2016-05-10,,1,Fiction,Standalone,No
20775702,The Martian,Andy Weir,,,5.0,Ebury Digital,Kindle Edition,369.0,2011.0,,,2016-05-10,,1,Fiction,Standalone,No
18881450,Flowers For Algernon,Daniel Keyes,,,5.0,Gateway,ebook,228.0,1966.0,,,2016-05-10,,1,Fiction,Standalone,No
12659347,"Xenocide (Ender's Saga, #3)",Orson Scott Card,0748134220,,4.0,Orbit,Kindle Edition,449.0,1991.0,,,2016-05-10,,1,Fiction,Series,No
17255897,"The Phoenix Project: A Novel About IT, DevOps, and Helping Your Business Win",Gene Kim,0988262576,9780988262577,4.0,IT Revolution Press,Kindle Edition,450.0,2013.0,,,2016-05-10,,1,Fiction,Standalone,No
89158,Expert Political Judgment: How Good Is It? How Can We Know?,Philip E. Tetlock,0691128715,9780691128719,4.0,Princeton University Press,Paperback,344.0,2005.0,,2016-05-10,2013-04-19,,1,NonFiction,Standalone,No
20707970,Liquid Intelligence: The Art and Science of the Perfect Cocktail,Dave Arnold,0393089037,9780393089035,5.0,W. W. Norton & Company,Hardcover,416.0,2014.0,2014-12-21,2016-05-10,2014-12-21,,1,NonFiction,Standalone,No
9844623,Feynman,Jim Ottaviani,1596432594,9781596432598,0.0,First Second,Hardcover,266.0,2011.0,,,2013-04-19,,1,NonFiction,Standalone,No
5905538,Logicomix,Apostolos Doxiadis,0747597200,9780747597209,0.0,GARDNERS VI BOOKS AMS006,Paperback,347.0,2009.0,,,2014-06-13,,1,NonFiction,Standalone,No
19438287,The Mongoliad,Neal Stephenson,1611093910,9781611093919,0.0,47North,Kindle Edition,444.0,2012.0,,,2014-12-31,,1,Fiction,Series,No
1448236,Parkinson's Law,C. Northcote Parkinson,1568490151,9781568490151,5.0,Buccaneer Books,Hardcover,112.0,1957.0,2014-12-30,2015-01-02,2014-12-30,,1,NonFiction,Standalone,No
70420,The Undercover Economist,Tim Harford,0195189779,9780195189773,4.0,Oxford University Press,Hardcover,288.0,2005.0,,,2014-12-31,,1,NonFiction,Standalone,No
17165301,Beyond Bacon: Paleo Recipes that Respect the Whole Hog,Matthew McCarry,1936608235,9781936608232,3.0,Victory Belt Publishing,Hardcover,304.0,2013.0,,,2014-12-31,,1,NonFiction,Standalone,No
17924086,Nom Nom Paleo: Food for Humans (Volume 1),Michelle Tam,1449450334,9781449450335,4.0,Andrews McMeel Publishing,Hardcover,288.0,2013.0,,,2014-12-31,,1,NonFiction,Standalone,No
17293290,Primal Cravings: Your favorite foods made Paleo,Brandon Keatley,0984755195,9780984755196,4.0,Primal Blueprint Publishing,Hardcover,280.0,2013.0,,,2014-12-31,,1,NonFiction,Standalone,No
18667813,"Less Doing, More Living: Make Everything in Life Easier",Ari R. Meisel,0399168524,9780399168529,4.0,Tarcher,Paperback,144.0,2014.0,,,2014-12-31,,1,NonFiction,Standalone,No
18926194,Some Remarks,Neal Stephenson,,,5.0,Atlantic Books,Kindle Edition,341.0,2012.0,,,2014-12-31,,1,NonFiction,Standalone,No
18361450,"Raising Steam (Discworld, #40)",Terry Pratchett,,,4.0,Transworld Digital,ebook,384.0,2013.0,,,2014-12-31,,1,Fiction,Series,No
18529118,"Quicksilver (The Baroque Cycle, #1)",Neal Stephenson,,,5.0,Cornerstone Digital,Kindle Edition,956.0,2003.0,,,2014-12-31,,1,Fiction,Series,No
18674785,Scrum: A Breathtakingly Brief and Agile Introduction,Chris Sims,,,4.0,Dymaxicon,Kindle Edition,43.0,2012.0,,,2014-12-31,,1,NonFiction,Standalone,No
19078142,"The System Of The World (The Baroque Cycle, #3)",Neal Stephenson,,,5.0,Cornerstone Digital,Kindle Edition,1017.0,2004.0,,,2014-12-31,,1,Fiction,Series,No
18731854,"The Confusion (The Baroque Cycle, #2)",Neal Stephenson,,,5.0,Cornerstone Digital,Kindle Edition,842.0,2004.0,,,2014-12-31,,1,Fiction,Series,No
11256625,The Elements of Scrum,Chris Sims,,,4.0,,Kindle Edition,186.0,2011.0,,,2014-12-31,,1,NonFiction,Standalone,No
18630542,Seconds,Bryan Lee O'Malley,0345529375,9780345529374,4.0,Ballantine Books,Hardcover,323.0,2014.0,,,2014-12-31,,1,Fiction,Standalone,No
13126175,The Little Book of Thunks: 260 Questions to make your brain go ouch! (The Little Books),Ian Gilbert,,,4.0,,Kindle Edition,106.0,2007.0,,,2014-12-31,,1,NonFiction,Standalone,No
18334317,HTML5 for Web Designers,Jeremy Keith,0984442510,9780984442515,4.0,A Book Apart,ebook,87.0,2010.0,,,2013-11-05,,1,NonFiction,Standalone,No
1527775,Folding Architecture,Sophia Vyzoviti,9063690592,9789063690595,0.0,BIS Publishers,Paperback,144.0,2004.0,,,2014-06-13,,1,NonFiction,Standalone,No
578651,The Catcher in the Rye,J.D. Salinger,014023750X,9780140237504,0.0,Penguin Books,Paperback,192.0,1951.0,,,2014-06-13,,1,Fiction,Standalone,No
20527133,"Superintelligence: Paths, Dangers, Strategies",Nick Bostrom,0199678111,9780199678112,5.0,Oxford University Press,Hardcover,352.0,2014.0,2014-09-09,2014-12-21,2014-09-09,,1,NonFiction,Standalone,No
21413662,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,0544272994,9780544272996,5.0,Dey Street Books,Hardcover,303.0,2014.0,2014-09-09,2014-12-21,2014-09-09,,1,NonFiction,Standalone,No
564758,Lost at Sea,Bryan Lee O'Malley,1932664165,9781932664164,3.0,Oni Press,Paperback,162.0,2003.0,2014-09-22,2014-09-30,2014-09-22,,1,Fiction,Standalone,No
1819435,Graphic Anatomy - Atelier Bow Wow,Atelier Bow Wow,4887062788,9784887062788,5.0,Toto,Paperback,156.0,2007.0,,,2014-06-13,,1,NonFiction,Standalone,No
1466013,Digital Real--Blobmeister: first built projects (German and English Edition),Ingeborg Flagge,3764365722,9783764365721,0.0,Birkhäuser,Hardcover,256.0,2001.0,,,2014-06-13,,1,NonFiction,Standalone,No
535537,"Architecture's New Media: Principles, Theories, and Methods of Computer-Aided Design",Yehuda E. Kalay,0262112841,9780262112840,0.0,Mit Pr,Hardcover,536.0,2004.0,,,2014-06-13,,1,NonFiction,Standalone,No
2034411,Collective Intelligence in Design (Architectural Design),Christopher Hight,0470026529,9780470026526,3.0,Academy Press,Paperback,136.0,2006.0,,,2014-06-13,,1,NonFiction,Standalone,No
1243077,Emergence: Morphogenetic Design Strategies (Architectural Design),M. Hensel,0470866888,9780470866887,3.0,Academy Press,Paperback,128.0,2004.0,,,2014-06-13,,1,NonFiction,Standalone,No
694246,The Way Things Work,David Macaulay,0863183239,9780863183232,5.0,Dorling Kindersley Children's,Paperback,,1988.0,,,2014-06-13,,1,NonFiction,Standalone,No
340989,NOX: Machining Architecture,Lars Spuybroek,0500285195,9780500285190,3.0,Thames & Hudson,Hardcover,392.0,2004.0,,,2014-06-13,,1,NonFiction,Standalone,No
1496912,Mr. Boston: Official Bartender's & Party Guide,Renee Cooper,0446676888,9780446676885,2.0,Warner Books,Hardcover,272.0,1935.0,,,2014-06-13,,1,NonFiction,Standalone,No
17675456,Everything I Ever Needed to Know about Economics I Learned from Online Dating,Paul Oyer,1422191656,9781422191651,4.0,Harvard Business Review Press,Hardcover,241.0,2013.0,,2014-09-10,2014-01-16,,1,NonFiction,Standalone,No
17315344,Gulliver's Travels,Jonathan Swift,0141195177,9780141195179,5.0,Penguin Books,Paperback,330.0,1726.0,,,2014-06-13,,1,Fiction,Standalone,No
2420301,The Back of the Napkin: Solving Problems and Selling Ideas with Pictures,Dan Roam,1591841992,9781591841999,0.0,Portfolio Hardcover,Hardcover,278.0,2008.0,,,2014-06-13,,1,NonFiction,Standalone,No
1204927,The Meaning of the 21st Century: A VItal Blueprint of Ensuring Our Future,James Martin,190391986X,9781903919866,0.0,Eden Project Books,Paperback,576.0,2006.0,,,2014-06-13,,1,NonFiction,Standalone,No
208580,Our Final Century: The 50/50 Threat to Humanity's Survival,Martin J. Rees,0099436868,9780099436867,0.0,Arrow,Paperback,240.0,2003.0,,,2014-06-13,,1,NonFiction,Standalone,No
13238172,Ethics for a Broken World: Imagining Philosophy after Catastrophe,Tim Mulgan,077353945X,9780773539457,0.0,McGill-Queen's University Press,Paperback,228.0,2011.0,,,2014-06-13,,1,NonFiction,Standalone,No
24583,The Adventures of Tom Sawyer,Mark Twain,,9780143039563,5.0,Penguin Classics,Paperback,244.0,1876.0,,,2013-04-19,,1,Fiction,Standalone,No
13238169,Ethics for a Broken World: Imagining Philosophy after Catastrophe,Tim Mulgan,0773539441,9780773539440,5.0,McGill-Queen's University Press,Hardcover,256.0,2011.0,,,2014-04-24,,1,NonFiction,Standalone,No
2855811,The Annotated Flatland: A Romance of Many Dimensions,Edwin A. Abbott,0465011233,9780465011230,5.0,Basic Books,Paperback,239.0,1884.0,,,2013-04-21,,1,NonFiction,Standalone,No
18323642,CSS3 for Web Designers,Dan Cederholm,0984442537,9780984442539,4.0,A Book Apart,ebook,125.0,2010.0,,,2013-11-05,,1,NonFiction,Standalone,No
3673893,Lewis Carroll in Numberland: His Fantastical Mathematical Logical Life,Robin J. Wilson,0393060276,9780393060270,4.0,W. W. Norton & Company,Hardcover,208.0,2008.0,,,2013-12-25,,1,NonFiction,Standalone,No
9832370,A Storm of Swords: Summary,BookRags,,,5.0,Amazon Digital Services,Kindle Edition,144.0,,,,2013-04-21,,1,NonFiction,Standalone,No
9815906,Responsive Web Design,Ethan Marcotte,098444257X,9780984442577,4.0,A Book Apart,Paperback,150.0,2011.0,,,2013-11-05,,1,NonFiction,Standalone,No
12910749,Mobile First,Luke Wroblewski,1937557022,9781937557027,4.0,A Book Apart,Paperback,130.0,2011.0,,,2013-11-05,,1,NonFiction,Standalone,No
17236175,Just Enough Research,Erika Hall,1937557103,9781937557102,4.0,A Book Apart,Paperback,154.0,2013.0,,,2013-11-05,,1,NonFiction,Standalone,No
186749,Innumeracy: Mathematical Illiteracy and Its Consequences,John Allen Paulos,0809058405,9780809058402,5.0,Hill and Wang,Paperback,180.0,1988.0,,,2013-11-05,,1,NonFiction,Standalone,No
11588,"The Shining (The Shining, #1)",Stephen King,0450040186,9780450040184,5.0,New English Library,Mass Market Paperback,497.0,1977.0,,,2013-11-05,,1,Fiction,Standalone,No
70535,"2001: A Space Odyssey (Space Odyssey, #1)",Arthur C. Clarke,,,5.0,Roc,Paperback,297.0,1968.0,,,2013-11-05,,1,Fiction,Series,No
659469,The Hobbit,Chuck Dixon,0345368584,9780345368584,5.0,Ballantine Books,Paperback,138.0,2001.0,,,2013-11-05,,1,Fiction,Series,No
6393082,"Ender's Game, Volume 1: Battle School (Ender's Saga)",Christopher Yost,0785135804,9780785135807,5.0,Marvel Enterprises,Hardcover,120.0,2009.0,,,2013-11-05,,1,Fiction,Series,No
10127019,The Lean Startup,Eric Ries,0307887898,9780307887894,4.0,Best Business,Hardcover,299.0,2011.0,,,2013-04-19,,1,NonFiction,Standalone,No
16283666,People Analytics: How Social Sensing Technology Will Transform Business and What It Tells Us About the Future of Work,Benjamin Waber,0133158314,9780133158311,5.0,Ft Pr,Hardcover,219.0,2013.0,,,2013-11-05,,1,NonFiction,Standalone,No
13078769,Running Lean: Iterate from Plan A to a Plan That Works (Lean Series),Ash Maurya,1449305172,9781449305178,4.0,O'Reilly Media,Hardcover,235.0,2012.0,,2013-11-05,2013-04-21,,1,NonFiction,Standalone,No
973706,Our Final Century? : Will the Human Race Survive the Twenty-First Century?,Martin J. Rees,0434008095,9780434008094,5.0,Heinemann,Hardcover,,2003.0,,,2013-04-21,,1,NonFiction,Standalone,No
48858,Travels with My Aunt,Graham Greene,0143039008,9780143039006,5.0,Penguin Classics,Paperback,254.0,1969.0,,,2013-05-27,,1,NonFiction,Standalone,No
13517758,The Testimony,James Smythe,0007427905,9780007427901,4.0,blue door,Paperback,362.0,2012.0,,,2013-05-27,,1,Fiction,Standalone,No
1043987,Metropolis,Thea von Harbou,1592249787,9781592249787,4.0,Wildside Press,Paperback,236.0,1925.0,,,2013-04-26,,1,Fiction,Standalone,No
13707560,Naked Statistics: Stripping the Dread from the Data,Charles Wheelan,0393071952,9780393071955,4.0,W. W. Norton & Company,Hardcover,260.0,2012.0,,,2013-04-25,,1,NonFiction,Standalone,No
61539,The Structure of Scientific Revolutions,Thomas S. Kuhn,0226458083,9780226458083,4.0,University of Chicago Press,Paperback,226.0,1962.0,,,2013-04-21,,1,NonFiction,Standalone,No
558194,Naive Set Theory (Undergraduate Texts in Mathematics),Paul R. Halmos,0387900926,9780387900926,5.0,Springer,Hardcover,111.0,1960.0,,,2013-04-21,,1,NonFiction,Standalone,No
22321,"All Tomorrow's Parties (Bridge, #3)",William Gibson,0425190447,9780425190449,5.0,Berkley Publishing Group,Mass Market Paperback,341.0,1999.0,,,2013-04-21,,1,Fiction,Series,No
22322,"Spook Country (Blue Ant, #2)",William Gibson,0399154302,9780399154300,5.0,Putnam Adult,Hardcover,371.0,2007.0,,,2013-04-21,,1,Fiction,Series,No
22325,"Idoru (Bridge, #2)",William Gibson,0425190455,9780425190456,5.0,Berkley Trade,Paperback,308.0,1996.0,,,2013-04-21,,1,Fiction,Series,No
154091,"Mona Lisa Overdrive (Sprawl, #3)",William Gibson,0553281747,9780553281743,5.0,Bantam Doubleday Dell Publishing Group,Mass Market Paperback,308.0,1988.0,,,2013-04-21,,1,Fiction,Series,No
22200,"Count Zero (Sprawl, #2)",William Gibson,,,5.0,Ace Books,Paperback,308.0,1986.0,,,2013-04-21,,1,Fiction,Series,No
185796,Kingdom Come,J.G. Ballard,0007232462,9780007232468,4.0,Fourth Estate,Hardcover,304.0,2006.0,,,2013-04-21,,1,Fiction,Standalone,No
262356,The Drowned World,J.G. Ballard,1857988833,9781857988833,5.0,Victor Gollancz,Paperback,176.0,1962.0,,,2013-04-21,,1,Fiction,Standalone,No
56674,Empire of the Sun,J.G. Ballard,0743265238,9780743265232,5.0,PANTHER Granada Publishing,Paperback,351.0,1984.0,,,2013-04-21,,1,Fiction,Standalone,No
123471,I Am a Strange Loop,Douglas R. Hofstadter,0465030785,9780465030781,4.0,Basic Books,Hardcover,436.0,2007.0,,,2013-04-21,,1,Fiction,Standalone,No
1051446,Irrationality,Stuart Sutherland,1905177070,9781905177073,5.0,Pinter & Martin Ltd,Paperback,256.0,1992.0,,,2013-04-21,,1,NonFiction,Standalone,No
7733,Gulliver’s Travels,Jonathan Swift,0141439491,9780141439495,5.0,Penguin,Paperback,306.0,1726.0,,,2013-04-21,,1,Fiction,Standalone,No
12772563,"The End of Money: Counterfeiters, Preachers, Techies, Dreamers--and the Coming Cashless Society",David Wolman,0306818833,9780306818837,4.0,Da Capo Press,Hardcover,240.0,2012.0,,,2013-04-21,,1,NonFiction,Standalone,No
904538,The Book of Tea,Kakuzō Okakura,0804800693,9780804800693,4.0,Tuttle,Hardcover,133.0,1906.0,,,2013-04-21,,1,NonFiction,Standalone,No
436562,R.U.R.,Karel Čapek,,,3.0,"Dover Publications, Inc.",Paperback,58.0,1920.0,,,2013-04-21,,1,Fiction,Standalone,No
76171,We,Yevgeny Zamyatin,0140185852,9780140185850,4.0,Penguin Books,Paperback,256.0,1924.0,,,2013-04-21,,1,Fiction,Standalone,No
5130,Island,Aldous Huxley,0060085495,9780060085490,5.0,Harper Perennial Classics,Paperback,354.0,1962.0,,,2013-04-21,,1,Fiction,Standalone,No
9648,Keep the Aspidistra Flying,George Orwell,,,3.0,Penguin Books Ltd,Paperback,297.0,1936.0,,,2013-04-21,,1,Fiction,Standalone,No
